Date,TAVG,TMAX,TMIN
3/1/1996,69,,61
3/2/1996,71,,57
3/3/1996,77,92,62
3/4/1996,76,85,
3/5/1996,76,90,
3/6/1996,73,,67
3/7/1996,80,,66
3/8/1996,77,91,
3/9/1996,73,82,67
3/10/1996,67,74,
3/11/1996,69,,
3/12/1996,67,69,
3/13/1996,68,78,
3/14/1996,67,75,
3/15/1996,65,75,
3/16/1996,64,73,
3/17/1996,67,76,57
3/18/1996,70,84,57
3/19/1996,73,92,63
3/20/1996,75,88,64
3/21/1996,71,85,
3/22/1996,70,81,62
3/23/1996,74,84,66
3/24/1996,75,,67
3/25/1996,77,102,69
3/26/1996,72,77,69
3/27/1996,70,77,
3/28/1996,71,78,59
3/29/1996,70,,
3/30/1996,65,82,57
3/31/1996,69,87,
4/1/1996,70,83,59
4/2/1996,74,87,57
4/3/1996,76,93,
4/4/1996,75,87,60
4/5/1996,71,84,
4/6/1996,70,83,
4/7/1996,71,88,53
4/8/1996,73,90,
4/9/1996,76,,55
4/10/1996,81,98,65
4/11/1996,79,,63
4/12/1996,75,91,
4/13/1996,83,102,60
4/14/1996,87,105,
4/15/1996,86,101,
4/16/1996,80,94,
4/17/1996,73,83,
4/18/1996,74,84,61
4/19/1996,77,92,65
4/20/1996,78,95,64
4/21/1996,82,100,
4/22/1996,85,103,70
4/23/1996,87,103,
4/24/1996,85,101,69
4/25/1996,86,100,73
4/26/1996,81,92,
4/27/1996,80,92,69
4/28/1996,80,92,
4/29/1996,77,86,65
4/30/1996,77,94,
5/1/1996,79,96,65
5/2/1996,81,99,68
5/3/1996,81,101,65
5/4/1996,86,106,68
5/5/1996,84,,
5/6/1996,84,105,67
5/7/1996,87,107,66
5/8/1996,88,107,70
5/9/1996,90,111,71
5/10/1996,90,108,
5/11/1996,90,109,
5/12/1996,89,105,77
5/13/1996,90,104,
5/14/1996,85,99,
5/15/1996,80,97,
5/16/1996,83,105,66
5/17/1996,89,105,70
5/18/1996,89,107,71
5/19/1996,85,102,67
5/20/1996,89,106,73
5/21/1996,91,107,77
5/22/1996,92,105,78
5/23/1996,88,,
5/24/1996,87,107,72
5/25/1996,83,101,65
5/26/1996,87,103,67
5/27/1996,87,101,
5/28/1996,89,99,71
5/29/1996,89,105,72
5/30/1996,92,,76
5/31/1996,94,113,74
6/1/1996,94,111,79
6/2/1996,92,110,
6/3/1996,92,,79
6/4/1996,95,112,80
6/5/1996,94,108,82
6/6/1996,91,109,80
6/7/1996,91,110,80
6/8/1996,91,109,78
6/9/1996,96,110,81
6/10/1996,95,105,84
6/11/1996,94,105,85
6/12/1996,92,101,86
6/13/1996,91,100,
6/14/1996,93,106,82
6/15/1996,94,107,85
6/16/1996,94,103,
6/17/1996,98,114,83
6/18/1996,95,111,
6/19/1996,91,107,
6/20/1996,92,105,
6/21/1996,90,105,80
6/22/1996,92,105,81
6/23/1996,92,106,81
6/24/1996,89,104,
6/25/1996,89,100,78
6/26/1996,90,110,76
6/27/1996,93,113,75
6/28/1996,94,112,
6/29/1996,96,113,77
6/30/1996,93,113,72
7/1/1996,94,114,75
7/2/1996,96,115,76
7/3/1996,98,,
7/4/1996,93,108,
7/5/1996,94,107,77
7/6/1996,98,116,77
7/7/1996,99,116,
7/8/1996,100,,90
7/9/1996,98,113,86
7/10/1996,96,111,82
7/11/1996,95,109,84
7/12/1996,94,108,82
7/13/1996,96,117,
7/14/1996,100,117,85
7/15/1996,102,117,85
7/16/1996,103,116,94
7/17/1996,99,110,
7/18/1996,96,114,83
7/19/1996,95,107,82
7/20/1996,94,116,
7/21/1996,99,114,
7/22/1996,98,116,80
7/23/1996,95,116,78
7/24/1996,96,117,80
7/25/1996,98,116,80
7/26/1996,99,115,83
7/27/1996,100,114,84
7/28/1996,100,113,
7/29/1996,99,115,84
7/30/1996,97,112,
7/31/1996,94,106,84
8/1/1996,93,102,
8/2/1996,94,108,83
8/3/1996,95,114,83
8/4/1996,98,111,81
8/5/1996,96,110,
8/6/1996,96,108,
8/7/1996,95,109,81
8/8/1996,98,113,85
8/9/1996,91,103,
8/10/1996,91,107,
8/11/1996,94,111,80
8/12/1996,95,112,
8/13/1996,93,107,
8/14/1996,92,106,80
8/15/1996,95,117,79
8/16/1996,98,114,91
8/17/1996,99,114,
8/18/1996,97,110,86
8/19/1996,96,110,
8/20/1996,96,114,
8/21/1996,95,114,
8/22/1996,98,112,82
8/23/1996,94,110,
8/24/1996,97,108,83
8/27/1996,92,,
8/28/1996,92,,81
8/29/1996,90,99,
8/30/1996,92,104,81
8/31/1996,92,113,
9/1/1996,90,108,
9/2/1996,91,,78
9/3/1996,91,108,78
9/4/1996,91,105,
9/5/1996,90,103,79
9/6/1996,90,103,75
9/7/1996,88,105,78
9/8/1996,89,107,78
9/9/1996,90,103,76
9/10/1996,90,103,80
9/11/1996,91,102,83
9/12/1996,89,102,80
9/13/1996,92,108,78
9/14/1996,92,106,
9/15/1996,90,102,80
9/16/1996,89,101,
9/17/1996,89,103,73
9/18/1996,90,,79
9/19/1996,91,102,81
9/20/1996,90,99,82
9/21/1996,89,100,80
9/22/1996,88,100,74
9/23/1996,89,100,79
9/24/1996,88,101,78
9/25/1996,86,102,74
9/26/1996,88,98,78
9/27/1996,87,99,
9/28/1996,88,,75
9/29/1996,88,109,
9/30/1996,87,109,75
10/1/1996,86,98,74
10/2/1996,88,108,
10/3/1996,84,104,
10/4/1996,85,104,
10/5/1996,83,99,66
10/6/1996,85,99,71
10/7/1996,83,99,
10/8/1996,86,,71
10/9/1996,85,98,76
10/10/1996,82,98,
10/11/1996,82,100,69
10/12/1996,83,101,67
10/13/1996,81,98,67
10/14/1996,83,100,
10/15/1996,81,102,68
10/16/1996,82,95,69
10/17/1996,84,95,72
10/18/1996,83,95,
10/19/1996,80,94,68
10/20/1996,81,97,
10/21/1996,79,96,
10/22/1996,74,94,59
10/23/1996,75,94,54
10/24/1996,75,92,57
10/25/1996,75,90,61
10/26/1996,76,89,63
10/27/1996,77,89,63
10/28/1996,74,92,64
10/29/1996,75,90,
10/30/1996,77,90,64
10/31/1996,80,93,
11/1/1996,77,89,
11/2/1996,77,90,65
11/3/1996,76,91,
11/4/1996,74,89,62
11/5/1996,74,90,
11/6/1996,74,91,58
11/7/1996,77,96,63
11/8/1996,76,,62
11/9/1996,76,90,
11/10/1996,78,85,
11/11/1996,74,87,
11/12/1996,73,87,
11/13/1996,76,90,58
11/14/1996,76,86,
11/15/1996,73,87,60
11/16/1996,71,87,
11/17/1996,68,86,47
11/18/1996,73,88,53
11/19/1996,72,81,
11/20/1996,70,83,
11/21/1996,70,85,56
11/22/1996,68,83,56
11/23/1996,68,,55
11/24/1996,70,83,57
11/25/1996,70,83,60
11/26/1996,69,86,
11/27/1996,69,84,54
11/28/1996,71,,
11/29/1996,73,82,63
11/30/1996,69,79,
12/1/1996,67,81,
12/2/1996,69,82,53
12/3/1996,67,81,54
12/4/1996,65,80,
12/5/1996,62,80,47
12/6/1996,66,83,49
12/7/1996,67,82,
12/8/1996,67,82,51
12/9/1996,63,84,
12/10/1996,62,81,41
12/11/1996,66,78,50
12/12/1996,67,78,
12/13/1996,63,76,
12/14/1996,62,78,49
12/15/1996,65,78,48
12/16/1996,66,78,
12/17/1996,63,78,50
12/18/1996,61,79,49
12/19/1996,63,,49
12/20/1996,60,82,
12/21/1996,65,83,48
12/22/1996,68,80,57
12/23/1996,66,79,58
12/24/1996,63,75,56
12/25/1996,65,76,57
12/26/1996,64,76,
12/27/1996,65,81,52
12/28/1996,64,79,
12/29/1996,63,78,49
12/30/1996,64,76,52
12/31/1996,62,76,52
1/1/1997,65,79,52
1/2/1997,64,75,55
1/3/1997,65,77,
1/4/1997,63,74,54
1/5/1997,63,74,51
1/6/1997,62,75,53
1/7/1997,63,79,49
1/8/1997,62,,46
1/9/1997,62,78,
1/10/1997,63,78,48
1/11/1997,63,76,
1/12/1997,63,75,
1/13/1997,61,77,46
1/14/1997,60,74,
1/15/1997,60,78,48
1/16/1997,68,82,
1/17/1997,71,83,64
1/18/1997,65,72,
1/19/1997,62,75,46
1/20/1997,60,,46
1/21/1997,63,75,50
1/22/1997,60,65,
1/23/1997,59,71,
1/24/1997,65,77,48
1/25/1997,61,,
1/26/1997,61,69,54
1/27/1997,61,70,53
1/28/1997,60,,51
1/29/1997,59,70,49
1/30/1997,62,74,52
1/31/1997,64,74,
2/1/1997,64,71,
2/2/1997,60,71,
2/3/1997,62,72,50
2/4/1997,65,75,
2/5/1997,67,,56
2/6/1997,65,74,
2/7/1997,63,73,
2/8/1997,62,74,54
2/9/1997,63,72,55
2/10/1997,61,73,
2/11/1997,65,78,53
2/12/1997,68,75,58
2/13/1997,64,72,
2/14/1997,62,72,
2/15/1997,63,74,
2/16/1997,62,73,54
2/17/1997,62,75,51
2/18/1997,62,,
2/19/1997,66,85,52
2/20/1997,70,88,56
2/21/1997,75,93,59
2/22/1997,79,95,69
2/23/1997,77,95,
2/24/1997,70,81,
2/25/1997,65,,
2/26/1997,66,,53
2/27/1997,67,83,51
2/28/1997,66,72,
3/1/1997,62,74,
3/2/1997,63,78,
3/3/1997,64,78,49
3/4/1997,67,86,54
3/5/1997,76,92,
3/6/1997,68,76,
3/7/1997,71,82,54
3/8/1997,72,,
3/9/1997,68,82,55
3/10/1997,70,,63
3/11/1997,74,89,65
3/12/1997,75,91,68
3/13/1997,72,85,
3/14/1997,67,72,
3/15/1997,68,76,62
3/16/1997,65,71,
3/17/1997,61,64,
3/18/1997,67,75,58
3/19/1997,68,76,
3/20/1997,67,76,
3/21/1997,66,,
3/22/1997,67,,55
3/23/1997,69,79,60
3/24/1997,75,87,61
3/25/1997,73,86,
3/26/1997,71,83,
3/27/1997,68,81,
3/28/1997,72,86,55
3/29/1997,69,82,
3/30/1997,67,73,
3/31/1997,65,73,
4/1/1997,67,75,56
4/2/1997,67,,
4/3/1997,68,,
4/4/1997,71,84,
4/5/1997,76,94,
4/6/1997,80,92,65
4/7/1997,80,92,66
4/8/1997,82,94,68
4/9/1997,78,93,62
4/10/1997,80,99,62
4/11/1997,74,81,
4/12/1997,70,,
4/13/1997,69,80,58
4/14/1997,70,83,58
4/15/1997,70,91,
4/16/1997,74,,57
4/17/1997,79,95,62
4/18/1997,81,97,67
4/19/1997,80,96,
4/20/1997,77,94,60
4/21/1997,72,82,
4/22/1997,76,89,60
4/23/1997,69,,
4/24/1997,72,82,58
4/25/1997,72,82,
4/26/1997,75,89,
4/27/1997,76,91,63
4/28/1997,79,98,62
4/29/1997,83,100,65
4/30/1997,76,94,
5/1/1997,79,97,62
5/2/1997,82,96,64
5/3/1997,80,92,
5/4/1997,78,95,64
5/5/1997,82,103,65
5/6/1997,79,90,
5/7/1997,77,94,65
5/8/1997,77,90,
5/9/1997,80,90,67
5/10/1997,78,94,
5/11/1997,77,95,62
5/12/1997,82,102,64
5/13/1997,84,105,
5/14/1997,85,106,
5/15/1997,82,103,
5/16/1997,85,99,66
5/17/1997,85,99,
5/18/1997,89,103,73
5/19/1997,88,101,
5/20/1997,89,104,72
5/21/1997,82,99,69
5/22/1997,84,102,
5/23/1997,88,108,
5/24/1997,89,107,74
5/25/1997,89,104,
5/26/1997,87,102,74
5/27/1997,89,101,
5/28/1997,90,107,69
5/29/1997,89,108,72
5/30/1997,90,101,
5/31/1997,90,106,75
6/1/1997,91,,80
6/2/1997,92,106,80
6/3/1997,88,98,79
6/4/1997,85,95,
6/5/1997,93,105,
6/6/1997,90,105,65
6/7/1997,92,,75
6/8/1997,90,,74
6/9/1997,89,,
6/10/1997,92,,74
6/11/1997,95,111,75
6/12/1997,96,112,76
6/13/1997,94,110,76
6/14/1997,94,112,76
6/15/1997,93,,78
6/16/1997,96,116,78
6/17/1997,96,,85
6/18/1997,95,107,
6/19/1997,91,,82
6/20/1997,91,,
6/21/1997,94,103,81
6/22/1997,94,105,
6/23/1997,93,105,81
6/24/1997,89,101,
6/25/1997,92,,78
6/26/1997,95,,82
6/27/1997,96,112,82
6/28/1997,96,105,84
6/29/1997,99,111,86
6/30/1997,97,,
7/1/1997,95,108,83
7/2/1997,92,106,82
7/3/1997,93,110,83
7/4/1997,92,103,82
7/5/1997,92,,80
7/6/1997,91,105,75
7/7/1997,92,109,81
7/8/1997,94,109,82
7/9/1997,93,103,80
7/10/1997,93,103,
7/11/1997,94,104,71
7/12/1997,92,99,
7/13/1997,94,,78
7/14/1997,92,103,81
7/15/1997,91,108,80
7/16/1997,92,109,
7/17/1997,92,106,84
7/18/1997,92,103,
7/19/1997,92,101,85
7/20/1997,97,108,
7/21/1997,97,106,89
7/22/1997,97,109,89
7/23/1997,97,110,89
7/24/1997,96,,
7/25/1997,94,106,
7/26/1997,95,107,
7/27/1997,97,,
7/28/1997,98,113,
7/29/1997,93,103,87
7/30/1997,94,103,86
7/31/1997,93,104,85
8/1/1997,93,108,
8/2/1997,96,108,83
8/3/1997,94,107,
8/4/1997,93,,84
8/5/1997,94,109,85
8/6/1997,91,102,84
8/7/1997,93,102,83
8/8/1997,91,102,85
8/9/1997,96,112,87
8/10/1997,98,,
8/11/1997,89,106,
8/12/1997,93,106,83
8/13/1997,93,105,
8/14/1997,93,107,
8/15/1997,92,105,
8/16/1997,94,108,85
8/17/1997,96,,82
8/18/1997,93,105,
8/19/1997,92,104,81
8/20/1997,89,104,78
8/21/1997,92,,
8/22/1997,94,,83
8/23/1997,91,101,83
8/24/1997,90,104,80
8/25/1997,92,108,78
8/26/1997,94,105,
8/27/1997,91,104,
8/28/1997,91,105,77
8/29/1997,94,110,
8/30/1997,95,111,81
8/31/1997,93,110,78
9/1/1997,90,,79
9/2/1997,91,110,78
9/3/1997,91,,75
9/4/1997,93,112,78
9/5/1997,91,103,77
9/6/1997,80,,
9/8/1997,86,103,
9/9/1997,90,109,
9/10/1997,92,108,
9/11/1997,91,,
9/12/1997,92,107,
9/13/1997,91,107,79
9/14/1997,91,106,
9/15/1997,88,100,
9/16/1997,89,,
9/17/1997,93,109,
9/18/1997,90,106,
9/19/1997,91,107,77
9/20/1997,92,108,
9/21/1997,91,108,77
9/22/1997,89,,
9/23/1997,89,106,72
9/24/1997,87,103,76
9/25/1997,87,,74
9/26/1997,88,104,79
9/27/1997,88,,
9/28/1997,87,,
9/29/1997,90,109,74
9/30/1997,90,,80
10/1/1997,86,,
10/6/1997,89,106,76
10/12/1997,82,,
10/13/1997,86,99,74
10/14/1997,86,98,76
10/15/1997,85,99,
10/16/1997,82,99,
10/17/1997,85,101,73
10/18/1997,83,98,71
10/19/1997,82,98,71
10/20/1997,82,97,69
10/21/1997,84,97,
10/22/1997,85,97,73
10/23/1997,86,,75
10/25/1997,82,91,72
10/26/1997,79,91,71
10/27/1997,78,90,69
10/28/1997,79,92,
10/29/1997,79,,
10/30/1997,80,92,68
10/31/1997,71,86,
11/1/1997,76,,65
11/2/1997,78,89,69
11/3/1997,79,90,70
11/4/1997,79,90,
11/5/1997,80,90,
11/6/1997,82,92,71
11/7/1997,81,,73
11/8/1997,80,91,73
11/9/1997,80,92,70
11/10/1997,80,93,70
11/11/1997,78,,70
11/12/1997,77,88,
11/13/1997,77,85,
11/14/1997,76,83,
11/15/1997,75,,68
11/16/1997,74,,65
11/17/1997,72,80,
11/18/1997,72,82,
11/19/1997,74,81,63
11/20/1997,71,78,
11/21/1997,70,81,
11/22/1997,71,81,
11/23/1997,71,77,
11/24/1997,67,74,60
11/25/1997,69,79,60
11/26/1997,70,82,58
11/27/1997,71,81,65
11/28/1997,71,81,62
11/29/1997,70,83,60
11/30/1997,73,,60
12/1/1997,75,84,
12/2/1997,71,81,64
12/3/1997,72,,64
12/4/1997,70,82,
12/5/1997,65,71,
12/6/1997,69,78,60
12/7/1997,67,,
12/8/1997,67,,58
12/9/1997,67,79,58
12/10/1997,68,81,58
12/11/1997,73,82,58
12/12/1997,69,81,
12/13/1997,67,80,58
12/14/1997,69,80,57
12/15/1997,67,75,
12/16/1997,64,,55
12/17/1997,69,80,60
12/18/1997,67,77,
12/19/1997,66,76,
12/20/1997,66,81,55
12/21/1997,70,,60
12/22/1997,66,75,
12/23/1997,64,77,52
12/24/1997,65,75,54
12/25/1997,67,77,56
12/26/1997,67,77,60
12/27/1997,68,77,
12/28/1997,67,,
12/29/1997,69,78,
12/30/1997,67,79,58
12/31/1997,68,79,
1/1/1998,67,79,
1/2/1998,71,,55
1/3/1998,66,,62
1/4/1998,69,,
1/5/1998,71,,62
1/6/1998,71,,
1/7/1998,65,71,
1/8/1998,64,73,57
1/9/1998,66,73,56
1/10/1998,64,67,35
1/11/1998,61,70,
1/12/1998,61,73,50
1/13/1998,60,,
1/14/1998,60,66,
1/15/1998,61,68,52
1/16/1998,63,,57
1/17/1998,60,,
1/18/1998,60,73,
1/19/1998,59,71,49
1/20/1998,60,,50
1/21/1998,62,,48
1/22/1998,62,73,
1/23/1998,62,73,49
1/24/1998,66,80,
1/25/1998,69,80,62
1/26/1998,67,76,
1/27/1998,67,75,
1/28/1998,67,76,57
1/29/1998,69,78,
1/30/1998,68,,
1/31/1998,65,76,
2/1/1998,66,,52
2/2/1998,69,82,56
2/3/1998,67,81,
2/4/1998,68,82,
2/5/1998,67,80,56
2/6/1998,69,83,57
2/7/1998,71,,53
2/8/1998,74,89,61
2/9/1998,74,87,64
2/10/1998,72,87,61
2/11/1998,73,84,64
2/12/1998,74,85,
2/13/1998,63,71,
2/14/1998,63,69,
2/15/1998,63,,
2/16/1998,64,75,47
2/17/1998,63,71,
2/18/1998,61,72,50
2/19/1998,62,75,49
2/20/1998,71,,54
2/21/1998,69,,63
2/23/1998,65,74,
2/24/1998,60,75,49
2/25/1998,63,80,
2/26/1998,66,,54
2/27/1998,64,76,57
2/28/1998,69,80,55
3/1/1998,78,,64
3/2/1998,65,,
3/3/1998,68,,62
3/4/1998,66,,
3/5/1998,64,74,
3/6/1998,65,75,
3/7/1998,68,,62
3/8/1998,70,79,
3/9/1998,68,78,
3/10/1998,68,74,60
3/11/1998,67,,
3/12/1998,66,79,
3/13/1998,66,80,56
3/14/1998,66,,55
3/16/1998,71,86,60
3/17/1998,77,95,62
3/18/1998,82,,73
3/19/1998,80,96,
3/20/1998,76,91,67
3/21/1998,75,85,
3/22/1998,73,86,
3/23/1998,72,86,
3/24/1998,76,96,61
3/25/1998,78,92,65
3/26/1998,84,99,70
3/27/1998,86,105,
3/28/1998,85,106,69
3/29/1998,86,107,69
3/30/1998,78,,
3/31/1998,78,98,
4/1/1998,81,103,62
4/2/1998,80,,64
4/3/1998,81,98,65
4/4/1998,85,105,65
4/5/1998,89,109,74
4/6/1998,76,83,70
4/7/1998,74,84,
4/8/1998,72,87,61
4/9/1998,74,90,62
4/10/1998,74,85,61
4/11/1998,74,88,59
4/12/1998,75,,
4/13/1998,77,98,60
4/14/1998,77,93,61
4/15/1998,75,91,
4/16/1998,78,99,
4/17/1998,78,99,
4/18/1998,88,,65
4/19/1998,89,105,72
4/20/1998,87,105,73
4/21/1998,91,110,75
4/22/1998,91,106,76
4/23/1998,94,,
4/24/1998,88,99,
4/25/1998,79,90,
4/26/1998,77,91,65
4/27/1998,78,88,63
4/28/1998,81,91,71
4/29/1998,83,95,
4/30/1998,83,93,72
5/1/1998,82,,71
5/2/1998,81,94,72
5/3/1998,80,94,70
5/4/1998,80,94,69
5/5/1998,79,,
5/6/1998,77,90,63
5/7/1998,83,,68
5/8/1998,84,106,66
5/9/1998,84,106,66
5/10/1998,88,110,66
5/11/1998,92,110,
5/12/1998,90,109,
5/13/1998,87,108,
5/14/1998,92,111,74
5/15/1998,94,110,80
5/16/1998,94,110,80
5/17/1998,94,,78
5/18/1998,89,103,
5/19/1998,89,102,75
5/20/1998,93,108,76
5/21/1998,93,111,79
5/22/1998,91,108,76
5/23/1998,93,108,77
5/24/1998,94,114,
5/25/1998,92,107,76
5/26/1998,93,111,
5/27/1998,92,114,
5/28/1998,94,115,75
5/29/1998,93,113,77
5/30/1998,93,113,76
5/31/1998,92,109,77
6/1/1998,89,102,77
6/2/1998,94,110,
6/3/1998,93,114,76
6/4/1998,93,111,
6/5/1998,95,111,79
6/6/1998,93,112,78
6/7/1998,94,113,77
6/8/1998,95,114,76
6/9/1998,94,105,78
6/10/1998,92,106,75
6/11/1998,96,,
6/12/1998,95,109,79
6/13/1998,94,113,81
6/14/1998,93,106,
6/15/1998,93,111,
6/16/1998,94,109,78
6/17/1998,96,112,80
6/18/1998,95,112,79
6/19/1998,93,109,80
6/20/1998,96,112,79
6/21/1998,94,113,80
6/22/1998,93,113,
6/23/1998,95,114,79
6/24/1998,97,116,80
6/25/1998,95,114,79
6/26/1998,92,112,77
6/27/1998,94,,76
6/28/1998,95,116,79
6/29/1998,94,118,79
6/30/1998,93,109,81
7/1/1998,92,107,81
7/2/1998,92,105,81
7/3/1998,93,109,80
7/4/1998,98,116,83
7/5/1998,98,112,90
7/6/1998,97,109,
7/7/1998,95,106,83
7/8/1998,95,,
7/9/1998,94,101,
7/10/1998,92,103,
7/11/1998,92,103,83
7/12/1998,94,108,83
7/13/1998,98,,86
7/14/1998,102,114,
7/15/1998,101,115,
7/16/1998,98,114,88
7/17/1998,100,114,
7/18/1998,100,117,
7/19/1998,100,113,87
7/20/1998,97,114,
7/21/1998,99,112,89
7/22/1998,95,109,85
7/23/1998,94,109,86
7/24/1998,96,108,
7/25/1998,97,112,83
7/26/1998,100,113,85
7/27/1998,101,114,88
7/28/1998,101,115,
7/29/1998,98,,86
7/30/1998,98,116,82
7/31/1998,100,114,83
8/1/1998,99,114,
8/2/1998,96,108,
8/3/1998,97,108,85
8/4/1998,98,110,
8/5/1998,98,112,
8/6/1998,95,114,81
8/7/1998,96,110,79
8/8/1998,99,113,87
8/9/1998,101,114,
8/10/1998,98,,86
8/11/1998,97,117,82
8/12/1998,97,116,
8/13/1998,98,115,83
8/14/1998,102,,84
8/15/1998,104,114,88
8/16/1998,95,,
8/17/1998,97,,88
8/18/1998,98,112,
8/19/1998,95,111,80
8/20/1998,97,112,81
8/21/1998,97,114,84
8/22/1998,98,113,89
8/23/1998,93,105,
8/24/1998,93,103,85
8/25/1998,91,103,82
8/26/1998,93,105,
8/27/1998,94,109,
8/28/1998,94,111,82
8/29/1998,94,109,
8/30/1998,94,111,80
8/31/1998,91,,80
9/1/1998,95,112,
9/2/1998,96,113,81
9/3/1998,93,,
9/4/1998,94,110,81
9/5/1998,92,108,
9/6/1998,91,,
9/7/1998,91,105,80
9/8/1998,92,105,
9/9/1998,91,104,
9/10/1998,90,103,80
9/11/1998,91,104,
9/12/1998,90,106,
9/13/1998,92,107,79
9/14/1998,93,,79
9/15/1998,91,110,
9/16/1998,91,104,76
9/17/1998,90,104,
9/18/1998,87,101,72
9/19/1998,91,105,78
9/20/1998,90,111,
9/21/1998,88,108,69
9/22/1998,87,103,73
9/23/1998,87,103,
9/24/1998,89,108,
9/25/1998,90,107,75
9/26/1998,87,104,70
9/27/1998,86,100,
9/28/1998,89,108,75
9/29/1998,90,104,77
9/30/1998,90,107,78
10/1/1998,90,109,
10/2/1998,90,108,
10/3/1998,89,105,76
10/4/1998,89,102,77
10/5/1998,89,104,
10/6/1998,89,,76
10/7/1998,88,101,
10/8/1998,88,105,76
10/9/1998,87,105,75
10/10/1998,90,105,75
10/11/1998,90,,76
10/12/1998,90,106,
10/13/1998,87,104,71
10/14/1998,84,100,
10/15/1998,85,101,
10/16/1998,85,101,69
10/17/1998,83,,
10/18/1998,83,98,70
10/19/1998,82,95,70
10/20/1998,82,95,70
10/21/1998,82,96,71
10/22/1998,83,96,71
10/23/1998,82,95,72
10/24/1998,83,,70
10/25/1998,80,96,69
10/26/1998,80,93,
10/27/1998,80,93,65
10/28/1998,80,94,69
10/29/1998,81,94,
10/30/1998,79,94,69
10/31/1998,79,95,
11/1/1998,81,,66
11/2/1998,79,91,
11/3/1998,77,92,65
11/4/1998,77,,64
11/5/1998,78,90,66
11/6/1998,80,92,69
11/7/1998,76,91,
11/8/1998,78,92,
11/9/1998,78,,70
11/10/1998,78,90,
11/11/1998,77,92,65
11/12/1998,76,93,
11/13/1998,77,,67
11/14/1998,77,90,
11/15/1998,76,,
11/16/1998,74,90,59
11/17/1998,78,,
11/18/1998,77,89,69
11/19/1998,75,91,
11/20/1998,75,90,62
11/21/1998,74,,61
11/22/1998,74,93,60
11/23/1998,72,87,
11/24/1998,72,88,
11/25/1998,73,89,59
11/26/1998,73,88,
11/27/1998,70,85,60
11/28/1998,69,87,58
11/29/1998,72,90,59
11/30/1998,71,89,57
12/1/1998,70,,
12/2/1998,71,85,
12/3/1998,71,,59
12/4/1998,71,86,
12/5/1998,73,84,60
12/6/1998,73,85,
12/7/1998,69,,
12/8/1998,69,88,55
12/9/1998,66,86,
12/10/1998,68,90,49
12/11/1998,69,85,
12/12/1998,70,,57
12/13/1998,70,85,
12/14/1998,69,84,57
12/15/1998,70,,52
12/16/1998,72,88,54
12/17/1998,78,,61
12/18/1998,78,83,
12/19/1998,75,84,
12/20/1998,73,,65
12/21/1998,73,85,
12/22/1998,71,84,61
12/23/1998,72,,64
12/24/1998,71,84,
12/25/1998,70,84,58
12/26/1998,67,84,57
12/27/1998,69,84,58
12/28/1998,69,,59
12/29/1998,67,84,
12/30/1998,70,81,58
12/31/1998,70,81,
1/1/1999,70,83,
1/2/1999,70,81,59
1/3/1999,65,77,
1/4/1999,65,76,
1/5/1999,61,75,51
1/6/1999,62,,
1/7/1999,65,77,
1/8/1999,69,81,59
1/9/1999,69,83,60
1/11/1999,66,,58
1/12/1999,65,78,55
1/13/1999,70,82,56
1/14/1999,70,81,60
1/15/1999,68,83,
1/16/1999,69,79,60
1/17/1999,70,,
1/18/1999,74,85,62
1/19/1999,69,76,
1/20/1999,66,76,
1/21/1999,67,76,57
1/22/1999,65,72,
1/23/1999,62,74,49
1/24/1999,65,79,49
1/25/1999,67,77,58
1/26/1999,66,76,
1/27/1999,64,77,54
1/28/1999,63,,50
1/29/1999,65,,53
1/30/1999,67,,58
1/31/1999,66,79,
2/1/1999,68,83,
2/2/1999,69,85,
2/3/1999,69,84,
2/4/1999,70,81,58
2/5/1999,76,85,63
2/6/1999,74,85,69
2/7/1999,68,77,
2/8/1999,69,85,56
2/9/1999,70,,57
2/10/1999,71,80,
2/11/1999,68,82,59
2/12/1999,70,,
2/13/1999,67,,
2/14/1999,69,76,61
2/15/1999,67,78,61
2/16/1999,67,79,58
2/17/1999,68,81,61
2/18/1999,68,79,
2/19/1999,71,85,
2/20/1999,75,90,46
2/21/1999,75,89,68
2/22/1999,72,83,
2/23/1999,71,,
2/24/1999,70,84,
2/25/1999,73,90,61
2/26/1999,74,87,62
2/27/1999,79,96,65
2/28/1999,80,95,
3/1/1999,82,97,
3/2/1999,73,,
3/3/1999,67,77,
3/4/1999,66,78,56
3/5/1999,63,74,
3/6/1999,65,74,56
3/7/1999,63,76,52
3/8/1999,68,,51
3/9/1999,69,,
3/10/1999,68,79,
3/11/1999,68,79,56
3/12/1999,69,86,53
3/13/1999,74,,54
3/14/1999,72,,
3/15/1999,68,,
3/16/1999,67,,
3/17/1999,71,,
3/18/1999,69,,
3/19/1999,67,,
3/20/1999,65,,
3/21/1999,72,,
3/22/1999,72,,
3/23/1999,78,,
3/24/1999,73,,
3/25/1999,72,,
3/26/1999,75,,
3/27/1999,84,105,
3/28/1999,78,,
3/29/1999,75,,
3/30/1999,73,,
3/31/1999,75,,
4/1/1999,77,,
4/2/1999,80,,
4/3/1999,84,,
4/4/1999,83,,
4/5/1999,87,109,
4/6/1999,87,,72
4/7/1999,89,110,74
4/8/1999,90,111,74
4/9/1999,81,94,73
4/10/1999,78,85,72
4/11/1999,76,85,
4/12/1999,72,85,
4/13/1999,73,86,61
4/14/1999,83,,62
4/15/1999,77,,
