Date,TAVG,TMAX,TMIN
1/22/2000,67,75,60
1/23/2000,67,,58
1/24/2000,68,,58
1/25/2000,65,73,55
1/26/2000,65,75,
1/27/2000,68,79,
1/28/2000,74,84,
1/29/2000,73,84,67
1/30/2000,69,74,
1/31/2000,65,72,
2/1/2000,66,73,55
2/2/2000,70,,
2/3/2000,67,,
2/4/2000,64,74,
2/5/2000,64,72,53
2/6/2000,64,72,55
2/7/2000,67,,
2/8/2000,65,69,
2/9/2000,64,69,
2/10/2000,65,71,
2/11/2000,66,74,
2/12/2000,66,,55
2/13/2000,66,,55
2/14/2000,71,83,
2/15/2000,67,75,59
2/16/2000,65,76,56
2/17/2000,67,78,57
2/18/2000,68,76,
2/19/2000,66,75,
2/20/2000,66,74,56
2/21/2000,66,76,57
2/22/2000,66,,
2/23/2000,71,84,60
2/24/2000,72,83,
2/25/2000,73,88,64
2/26/2000,75,87,
2/27/2000,74,85,63
2/28/2000,74,85,66
2/29/2000,71,81,62
3/1/2000,69,78,60
3/2/2000,71,85,59
3/3/2000,68,,
3/4/2000,66,,59
3/5/2000,65,72,
3/6/2000,69,76,59
3/7/2000,69,78,56
3/8/2000,72,87,
3/9/2000,73,,64
3/10/2000,69,,62
3/11/2000,69,75,60
3/12/2000,67,74,57
3/13/2000,67,,56
3/14/2000,68,76,57
3/15/2000,70,84,58
3/16/2000,68,,60
3/17/2000,69,79,59
3/18/2000,75,,
3/19/2000,80,97,68
3/20/2000,72,82,64
3/21/2000,74,88,62
3/22/2000,75,92,
3/23/2000,83,100,67
3/24/2000,84,99,74
3/25/2000,79,87,73
3/26/2000,79,94,70
3/27/2000,74,,69
3/28/2000,73,79,
3/29/2000,70,78,62
3/30/2000,69,78,59
3/31/2000,70,,
4/1/2000,73,84,57
4/2/2000,73,,62
4/3/2000,74,87,
4/4/2000,76,88,63
4/5/2000,79,,68
4/6/2000,79,90,69
4/7/2000,78,90,68
4/8/2000,76,87,
4/9/2000,77,92,68
4/10/2000,81,96,65
4/11/2000,79,91,71
4/12/2000,77,88,
4/13/2000,78,89,66
4/14/2000,78,90,68
4/15/2000,83,101,67
4/16/2000,87,105,71
4/17/2000,87,106,
4/18/2000,86,102,75
4/19/2000,83,98,
4/20/2000,88,,
4/21/2000,89,,76
4/22/2000,89,100,79
4/23/2000,89,105,75
4/24/2000,90,,
4/25/2000,91,101,79
4/26/2000,91,104,
4/27/2000,89,101,79
4/28/2000,87,97,76
4/29/2000,86,96,
4/30/2000,89,,77
5/1/2000,91,105,78
5/2/2000,87,96,
5/3/2000,85,97,77
5/4/2000,85,95,
5/5/2000,86,97,
5/6/2000,87,99,75
5/7/2000,87,95,
5/8/2000,86,101,
5/9/2000,88,100,76
5/10/2000,86,,78
5/11/2000,87,94,
5/12/2000,89,97,78
5/13/2000,84,93,75
5/14/2000,83,94,73
5/15/2000,83,96,69
5/16/2000,85,94,74
5/17/2000,85,93,76
5/18/2000,86,97,
5/19/2000,86,,
5/20/2000,88,99,74
5/21/2000,89,101,
5/22/2000,87,101,77
5/23/2000,86,98,74
5/24/2000,86,96,75
5/25/2000,86,96,71
5/26/2000,88,100,
5/27/2000,87,101,
5/28/2000,88,103,75
5/29/2000,88,96,77
5/30/2000,89,99,
5/31/2000,91,100,
6/1/2000,89,102,
6/2/2000,89,101,75
6/3/2000,90,105,77
6/4/2000,93,113,84
6/5/2000,92,105,82
6/6/2000,88,100,80
6/7/2000,88,95,
6/8/2000,89,100,79
6/9/2000,88,99,79
6/10/2000,86,99,
6/11/2000,88,102,
6/12/2000,88,99,78
6/13/2000,89,100,77
6/14/2000,89,106,78
6/15/2000,89,104,76
6/16/2000,90,104,76
6/17/2000,87,,
6/18/2000,87,95,
6/19/2000,89,99,77
6/20/2000,90,104,
6/21/2000,88,102,78
6/22/2000,88,96,79
6/23/2000,89,103,
6/24/2000,91,106,
6/25/2000,90,104,78
6/26/2000,89,97,
6/27/2000,89,98,
6/28/2000,92,100,
6/29/2000,94,107,
6/30/2000,93,106,83
7/1/2000,98,113,83
7/2/2000,99,113,89
7/3/2000,95,109,74
7/4/2000,93,103,87
7/5/2000,94,107,87
7/6/2000,93,101,
7/7/2000,92,101,
7/8/2000,93,109,84
7/9/2000,95,107,83
7/10/2000,97,110,86
7/11/2000,97,115,89
7/12/2000,95,108,
7/13/2000,96,102,
7/14/2000,97,107,91
7/15/2000,97,110,
7/16/2000,97,,
7/17/2000,96,103,
7/18/2000,101,112,88
7/19/2000,102,115,91
7/20/2000,100,108,
7/21/2000,96,110,86
7/22/2000,96,113,84
7/23/2000,97,110,85
7/24/2000,97,108,
7/25/2000,98,110,
7/26/2000,96,108,86
7/27/2000,96,107,84
7/28/2000,96,111,83
7/29/2000,94,109,84
7/30/2000,96,117,81
7/31/2000,97,113,85
8/1/2000,96,110,83
8/2/2000,97,111,83
8/3/2000,97,109,
8/4/2000,97,110,89
8/5/2000,95,106,90
8/6/2000,96,106,
8/7/2000,96,107,86
8/8/2000,98,109,87
8/9/2000,95,107,85
8/10/2000,92,99,
8/11/2000,96,108,
8/12/2000,98,,
8/13/2000,95,110,87
8/14/2000,94,,
8/15/2000,94,103,86
8/16/2000,97,108,85
8/17/2000,99,110,92
8/18/2000,98,111,90
8/19/2000,96,109,
8/20/2000,100,114,74
8/21/2000,97,112,87
8/22/2000,96,112,
8/23/2000,96,112,84
8/24/2000,96,113,
8/25/2000,94,108,
8/26/2000,93,105,81
8/27/2000,95,114,83
8/28/2000,94,,
8/29/2000,93,,83
8/30/2000,92,101,
8/31/2000,92,100,
9/1/2000,93,99,87
9/2/2000,92,98,86
9/3/2000,91,96,85
9/4/2000,92,102,
9/5/2000,91,102,84
9/6/2000,92,103,83
9/7/2000,93,104,86
9/8/2000,93,106,86
9/9/2000,92,102,
9/10/2000,91,,84
9/11/2000,91,101,84
9/12/2000,93,102,
9/13/2000,94,110,84
9/14/2000,92,,85
9/15/2000,90,99,
9/16/2000,92,104,84
9/17/2000,90,98,
9/18/2000,90,99,
9/19/2000,91,101,82
9/20/2000,91,104,80
9/21/2000,90,,
9/22/2000,90,102,81
9/23/2000,89,,
9/24/2000,89,99,82
9/25/2000,90,,80
9/26/2000,89,102,
9/27/2000,90,99,80
9/28/2000,91,101,82
9/29/2000,92,103,81
9/30/2000,89,100,81
10/1/2000,89,100,80
10/2/2000,89,100,80
10/3/2000,87,97,
10/4/2000,85,,79
10/5/2000,87,94,78
10/6/2000,86,92,79
10/7/2000,87,92,80
10/8/2000,89,99,79
10/9/2000,86,97,77
10/10/2000,87,98,76
10/11/2000,85,95,78
10/12/2000,87,101,74
10/13/2000,86,94,76
10/14/2000,85,94,
10/15/2000,87,98,79
10/16/2000,87,99,76
10/17/2000,85,93,73
10/18/2000,84,90,77
10/19/2000,85,92,78
10/20/2000,84,93,76
10/21/2000,85,95,74
10/22/2000,86,,76
10/23/2000,86,94,77
10/24/2000,84,94,76
10/25/2000,84,92,75
10/26/2000,86,,76
10/27/2000,85,98,75
10/28/2000,83,95,72
10/29/2000,84,97,
10/30/2000,84,97,
10/31/2000,83,96,73
11/1/2000,83,91,74
11/2/2000,84,96,74
11/3/2000,84,96,
11/4/2000,84,94,76
11/5/2000,83,94,
11/6/2000,76,91,
11/7/2000,76,85,69
11/8/2000,77,86,67
11/9/2000,78,88,73
11/10/2000,77,,72
11/11/2000,77,,
11/12/2000,76,83,68
11/13/2000,77,88,66
11/14/2000,79,89,67
11/15/2000,79,89,
11/16/2000,80,89,71
11/17/2000,80,90,
11/18/2000,79,,
11/19/2000,78,86,68
11/20/2000,79,87,68
11/21/2000,79,85,71
11/22/2000,78,81,
11/23/2000,75,80,
11/24/2000,74,81,67
11/25/2000,75,81,68
11/26/2000,74,82,
11/27/2000,73,83,63
11/28/2000,75,84,64
11/29/2000,76,83,67
11/30/2000,75,90,
12/1/2000,73,85,62
12/2/2000,73,,63
12/3/2000,73,88,63
12/4/2000,73,84,63
12/5/2000,74,,65
12/6/2000,73,82,64
12/7/2000,71,80,
12/8/2000,71,80,62
12/9/2000,74,85,62
12/10/2000,76,90,62
12/11/2000,76,81,70
12/12/2000,72,,
12/13/2000,69,77,59
12/14/2000,71,,61
12/15/2000,65,,
12/16/2000,68,72,
12/17/2000,67,73,
12/18/2000,67,,55
12/19/2000,67,75,58
12/20/2000,67,77,58
12/21/2000,67,,60
12/22/2000,69,77,59
12/23/2000,69,79,
12/24/2000,68,77,60
12/25/2000,69,82,58
12/26/2000,71,,
12/27/2000,69,74,
12/28/2000,67,76,58
12/29/2000,67,76,58
12/30/2000,67,78,55
12/31/2000,67,75,55
1/1/2001,66,,57
1/2/2001,66,76,56
1/3/2001,68,82,57
1/4/2001,68,79,58
1/5/2001,69,76,59
1/6/2001,71,74,
1/7/2001,67,76,56
1/8/2001,67,80,53
1/9/2001,67,74,
1/10/2001,65,70,59
1/11/2001,67,,
1/12/2001,66,74,56
1/13/2001,66,74,56
1/14/2001,66,74,
1/15/2001,66,,
1/16/2001,64,73,55
1/17/2001,64,73,55
1/18/2001,64,73,56
1/19/2001,65,75,54
1/20/2001,67,,56
1/21/2001,69,74,
1/22/2001,66,76,56
1/23/2001,65,74,56
1/24/2001,65,,57
1/25/2001,66,74,58
1/26/2001,64,72,55
1/27/2001,66,76,54
1/28/2001,64,68,
1/29/2001,60,68,
1/30/2001,59,68,48
1/31/2001,62,69,49
2/1/2001,63,72,54
2/2/2001,63,,51
2/3/2001,62,70,54
2/4/2001,61,73,
2/5/2001,66,74,
2/6/2001,68,,61
2/7/2001,65,73,55
2/8/2001,66,74,56
2/9/2001,69,81,57
2/10/2001,75,89,
2/11/2001,72,,64
2/12/2001,67,71,
2/13/2001,66,74,58
2/14/2001,67,79,55
2/15/2001,68,77,59
2/16/2001,68,75,60
2/17/2001,68,78,60
2/18/2001,72,85,61
2/19/2001,71,,
2/20/2001,68,76,58
2/21/2001,74,90,61
2/22/2001,71,77,64
2/23/2001,73,,
2/24/2001,70,76,
2/25/2001,67,76,57
2/26/2001,67,,59
2/27/2001,67,75,56
2/28/2001,69,,54
3/1/2001,70,84,54
3/2/2001,74,87,62
3/3/2001,76,90,64
3/4/2001,73,90,62
3/5/2001,70,,60
3/6/2001,70,79,62
3/7/2001,69,79,60
3/8/2001,69,77,58
3/9/2001,75,91,63
3/10/2001,83,98,67
3/11/2001,75,,
3/12/2001,71,77,
3/13/2001,74,81,63
3/14/2001,78,89,67
3/15/2001,81,90,71
3/16/2001,81,92,
3/17/2001,75,82,
3/18/2001,71,77,
3/19/2001,71,,62
3/20/2001,69,76,
3/21/2001,71,79,
3/22/2001,71,80,59
3/23/2001,76,87,
3/24/2001,76,84,67
3/25/2001,81,,67
3/26/2001,76,83,
3/27/2001,73,78,
3/28/2001,71,80,62
3/29/2001,72,84,60
3/30/2001,74,87,63
3/31/2001,74,83,
4/1/2001,75,86,
4/2/2001,79,93,
4/3/2001,79,92,66
4/4/2001,80,96,68
4/5/2001,80,99,67
4/6/2001,84,104,65
4/7/2001,87,,69
4/8/2001,86,103,73
4/9/2001,86,101,73
4/10/2001,77,84,
4/11/2001,75,84,66
4/12/2001,75,86,64
4/13/2001,77,90,66
4/14/2001,75,84,
4/15/2001,76,84,65
4/16/2001,76,87,66
4/17/2001,79,93,65
4/18/2001,77,84,
4/19/2001,75,86,66
4/20/2001,75,83,
4/21/2001,78,85,67
4/22/2001,80,89,67
4/23/2001,81,90,
4/24/2001,78,89,
4/25/2001,81,,68
4/26/2001,87,99,71
4/27/2001,81,,
4/28/2001,83,95,70
4/29/2001,86,98,73
4/30/2001,87,97,75
5/1/2001,88,100,75
5/2/2001,92,109,77
5/3/2001,96,112,
5/4/2001,95,109,85
5/5/2001,96,,83
5/6/2001,91,,82
5/7/2001,83,,
5/8/2001,85,94,72
5/9/2001,92,110,
5/10/2001,91,101,79
5/11/2001,94,109,80
5/12/2001,94,110,80
5/13/2001,92,104,80
5/14/2001,91,104,
5/15/2001,89,103,76
5/16/2001,89,108,76
5/17/2001,90,104,78
5/18/2001,88,97,
5/19/2001,91,107,
5/20/2001,90,,78
5/21/2001,91,103,
5/22/2001,87,,
5/23/2001,87,102,76
5/24/2001,86,,75
5/25/2001,88,101,75
5/26/2001,87,96,78
5/27/2001,85,94,
5/28/2001,87,97,73
5/29/2001,91,104,77
5/30/2001,92,106,81
5/31/2001,93,,81
6/1/2001,92,105,81
6/2/2001,89,99,
6/3/2001,87,99,81
6/4/2001,91,107,81
6/5/2001,93,114,80
6/6/2001,93,107,79
6/7/2001,89,99,80
6/8/2001,90,110,80
6/9/2001,91,,78
6/10/2001,89,98,
6/11/2001,88,97,80
6/12/2001,88,96,78
6/13/2001,88,95,78
6/14/2001,91,96,81
6/15/2001,92,99,84
6/16/2001,94,103,86
6/17/2001,93,103,
6/18/2001,90,100,80
6/19/2001,89,99,82
6/20/2001,90,102,81
6/21/2001,91,104,
6/22/2001,91,103,82
6/23/2001,95,112,84
6/24/2001,95,108,86
6/25/2001,96,108,88
6/26/2001,95,107,89
6/27/2001,92,102,86
6/28/2001,90,101,
6/29/2001,92,100,82
6/30/2001,92,103,83
7/1/2001,92,102,84
7/2/2001,90,97,84
7/3/2001,93,105,81
7/4/2001,91,101,84
7/5/2001,91,102,
7/6/2001,90,98,84
7/7/2001,92,99,
7/8/2001,93,99,
7/9/2001,93,108,
7/10/2001,93,106,
7/11/2001,92,100,
7/12/2001,91,99,
7/13/2001,96,,85
7/14/2001,98,108,91
7/15/2001,98,107,91
7/16/2001,97,110,90
7/17/2001,98,110,
7/18/2001,97,,90
7/19/2001,101,112,91
7/20/2001,100,,
7/21/2001,95,106,87
7/22/2001,94,,
7/23/2001,95,102,
7/24/2001,100,111,93
7/25/2001,103,113,93
7/26/2001,102,114,93
7/27/2001,100,114,90
7/28/2001,100,112,91
7/29/2001,100,,92
7/30/2001,101,,90
7/31/2001,102,116,90
8/1/2001,96,110,88
8/2/2001,96,109,86
8/3/2001,92,100,85
8/4/2001,98,112,87
8/5/2001,95,107,87
8/6/2001,92,101,86
8/7/2001,91,104,87
8/8/2001,94,104,87
8/9/2001,96,107,87
8/10/2001,97,,87
8/11/2001,96,105,
8/12/2001,99,,89
8/13/2001,100,,93
8/14/2001,101,112,
8/15/2001,99,115,89
8/16/2001,97,110,85
8/17/2001,95,104,85
8/18/2001,96,,88
8/19/2001,93,,81
8/20/2001,95,113,80
8/21/2001,97,112,85
8/22/2001,95,107,84
8/23/2001,94,,83
8/24/2001,96,113,85
8/25/2001,95,110,87
8/26/2001,94,105,87
8/27/2001,92,,85
8/28/2001,92,,81
8/29/2001,92,103,81
8/30/2001,94,106,83
8/31/2001,93,105,
9/1/2001,94,105,
9/2/2001,95,109,
9/3/2001,95,103,
9/4/2001,95,105,87
9/5/2001,93,105,83
9/6/2001,93,101,84
9/7/2001,94,103,86
9/8/2001,94,107,86
9/9/2001,92,104,84
9/10/2001,92,104,83
9/11/2001,91,102,82
9/12/2001,91,99,85
9/13/2001,92,,
9/14/2001,93,105,
9/15/2001,93,104,83
9/16/2001,93,,83
9/17/2001,92,,85
9/18/2001,92,103,
9/19/2001,92,101,83
9/20/2001,93,,86
9/21/2001,93,,
9/22/2001,92,101,82
9/23/2001,92,99,83
9/24/2001,90,104,
9/25/2001,89,96,81
9/26/2001,89,102,82
9/27/2001,92,108,80
9/28/2001,91,107,78
9/29/2001,89,101,78
9/30/2001,87,95,78
10/1/2001,87,,78
10/2/2001,89,,79
10/3/2001,88,94,
10/4/2001,88,94,80
10/5/2001,88,95,80
10/6/2001,87,94,80
10/7/2001,88,95,79
10/8/2001,86,98,76
10/9/2001,86,98,
10/10/2001,86,94,76
10/11/2001,90,,
10/12/2001,87,,76
10/13/2001,86,101,
10/14/2001,85,99,70
10/15/2001,84,99,71
10/16/2001,85,,71
10/17/2001,86,99,75
10/18/2001,87,97,77
10/19/2001,87,99,75
10/20/2001,86,97,76
10/21/2001,85,92,
10/22/2001,85,94,78
10/23/2001,85,,77
10/24/2001,84,92,74
10/25/2001,84,94,75
10/26/2001,85,93,75
10/27/2001,84,92,74
10/28/2001,83,93,75
10/29/2001,84,97,74
10/30/2001,82,90,75
10/31/2001,83,91,
11/1/2001,83,92,
11/2/2001,83,91,73
11/3/2001,81,91,
11/4/2001,81,91,71
11/5/2001,80,95,68
11/6/2001,80,92,
11/7/2001,80,90,
11/8/2001,79,90,69
11/9/2001,81,89,70
11/10/2001,79,88,70
11/11/2001,79,89,
11/12/2001,77,,
11/13/2001,79,93,68
11/14/2001,78,86,69
11/15/2001,78,,68
11/16/2001,78,,67
11/17/2001,78,86,
11/18/2001,78,89,
11/19/2001,80,90,68
11/20/2001,78,,
11/21/2001,73,80,
11/22/2001,72,81,62
11/23/2001,75,,65
11/24/2001,77,84,67
11/25/2001,76,81,
11/26/2001,73,,
11/27/2001,74,83,63
11/28/2001,74,83,
11/29/2001,75,84,
11/30/2001,76,86,66
12/1/2001,76,87,66
12/2/2001,76,86,68
12/3/2001,76,,67
12/4/2001,76,89,68
12/5/2001,77,89,
12/6/2001,79,,69
12/7/2001,78,89,69
12/8/2001,76,,66
12/9/2001,75,84,66
12/10/2001,76,87,67
12/11/2001,74,84,67
12/12/2001,76,88,65
12/13/2001,78,90,
12/14/2001,77,,69
12/15/2001,77,86,71
12/16/2001,77,90,
12/17/2001,74,86,66
12/18/2001,76,89,65
12/19/2001,76,,66
12/20/2001,75,85,67
12/21/2001,76,88,65
12/22/2001,74,82,67
12/23/2001,72,81,
12/24/2001,73,82,
12/25/2001,73,,65
12/26/2001,72,,66
12/27/2001,71,81,62
12/28/2001,73,,63
12/29/2001,74,81,67
12/30/2001,73,81,64
12/31/2001,73,81,63
1/1/2002,73,83,63
1/2/2002,74,84,68
1/3/2002,73,83,
1/4/2002,73,81,
1/5/2002,72,80,64
1/6/2002,71,82,61
1/7/2002,73,82,64
1/8/2002,75,82,65
1/9/2002,76,,68
1/10/2002,76,,
1/11/2002,77,85,71
1/12/2002,74,78,
1/13/2002,67,72,62
1/14/2002,67,71,
1/15/2002,65,74,55
1/16/2002,67,,
1/17/2002,69,74,
1/18/2002,65,74,56
1/19/2002,66,76,54
1/20/2002,66,74,56
1/21/2002,65,75,55
1/22/2002,67,74,58
1/23/2002,65,73,57
1/24/2002,67,,
1/25/2002,67,72,
1/26/2002,65,75,54
1/27/2002,65,77,53
1/28/2002,66,76,54
1/29/2002,67,77,54
1/30/2002,69,78,58
1/31/2002,68,71,
2/1/2002,67,72,
2/2/2002,65,75,55
2/3/2002,63,73,53
2/4/2002,67,74,
2/5/2002,68,74,
2/6/2002,67,76,54
2/7/2002,67,,54
2/8/2002,65,74,55
2/9/2002,64,74,53
2/10/2002,68,79,55
2/11/2002,69,81,61
2/12/2002,71,83,61
2/13/2002,73,86,63
2/14/2002,73,81,67
2/15/2002,72,82,
2/16/2002,69,75,
2/17/2002,67,74,
2/18/2002,68,80,56
2/19/2002,74,,66
2/20/2002,73,82,
2/21/2002,67,72,
2/22/2002,66,,56
2/23/2002,67,75,
2/24/2002,71,83,58
2/25/2002,80,94,63
2/26/2002,81,,
2/27/2002,79,93,70
2/28/2002,76,,
3/1/2002,73,79,
3/2/2002,71,78,63
3/3/2002,72,81,
3/4/2002,70,78,63
3/5/2002,69,,60
3/6/2002,70,80,62
3/7/2002,71,80,62
3/8/2002,71,78,
3/9/2002,71,80,
3/10/2002,70,75,
3/11/2002,75,85,63
3/12/2002,75,84,66
3/13/2002,73,,
3/14/2002,72,85,
3/15/2002,73,,
3/16/2002,76,92,61
3/17/2002,82,97,67
3/18/2002,80,94,
3/19/2002,75,84,65
3/20/2002,79,90,69
3/21/2002,85,,71
3/22/2002,78,91,
3/23/2002,76,85,65
3/24/2002,73,80,65
3/25/2002,75,89,64
3/26/2002,78,95,
3/27/2002,86,96,74
3/28/2002,88,101,75
3/29/2002,88,98,
3/30/2002,85,94,77
3/31/2002,81,90,
4/1/2002,83,96,71
4/2/2002,86,95,74
4/3/2002,88,105,
4/4/2002,76,80,
4/5/2002,75,,69
4/6/2002,74,81,65
4/7/2002,74,86,61
4/8/2002,76,87,64
4/9/2002,83,96,69
4/10/2002,85,96,73
4/11/2002,86,97,
4/12/2002,80,87,
4/13/2002,76,84,
4/14/2002,76,85,66
4/15/2002,76,,66
4/16/2002,77,85,
4/17/2002,78,91,
4/18/2002,84,99,71
4/19/2002,88,101,74
4/20/2002,94,,83
4/21/2002,85,96,
4/22/2002,83,92,
4/23/2002,80,,
4/24/2002,77,86,68
4/25/2002,78,89,
4/26/2002,83,98,
4/27/2002,85,,74
4/28/2002,86,97,
4/29/2002,89,107,73
4/30/2002,88,100,
5/1/2002,89,,74
5/2/2002,92,110,76
5/3/2002,95,113,80
5/4/2002,94,,82
5/5/2002,87,95,
5/6/2002,85,,73
5/7/2002,90,104,76
5/8/2002,93,107,78
5/9/2002,94,110,82
5/10/2002,94,107,86
5/11/2002,91,,
5/12/2002,89,98,83
5/13/2002,88,,
5/14/2002,87,94,
5/15/2002,85,94,75
5/16/2002,88,105,74
5/17/2002,89,102,78
5/18/2002,88,100,
5/19/2002,91,110,
5/20/2002,91,,
5/21/2002,94,106,81
5/22/2002,92,101,82
5/23/2002,91,,80
5/24/2002,92,107,
5/25/2002,91,,81
5/26/2002,92,107,79
5/27/2002,93,109,
5/28/2002,90,101,
5/29/2002,91,,79
5/30/2002,94,113,
5/31/2002,91,105,
6/1/2002,89,,78
6/2/2002,91,104,
6/3/2002,94,108,84
6/4/2002,94,107,82
6/5/2002,92,105,80
6/6/2002,92,101,80
6/7/2002,93,104,82
6/8/2002,88,,80
6/9/2002,89,103,80
6/10/2002,91,105,
6/11/2002,94,106,87
6/12/2002,92,,
6/13/2002,93,,82
6/14/2002,93,104,81
6/15/2002,92,,82
6/16/2002,92,101,82
6/17/2002,92,99,80
6/18/2002,94,,
6/19/2002,94,,84
6/20/2002,93,102,81
6/21/2002,93,104,81
6/22/2002,92,98,
6/23/2002,91,103,
6/24/2002,90,99,82
6/25/2002,92,106,84
6/26/2002,96,,85
6/27/2002,98,107,88
6/28/2002,102,114,90
6/29/2002,101,113,93
6/30/2002,101,113,89
7/1/2002,94,105,
7/2/2002,93,107,
7/3/2002,92,102,82
7/4/2002,99,113,90
7/5/2002,97,109,87
7/6/2002,94,103,84
7/7/2002,92,100,
7/8/2002,92,104,
7/9/2002,96,109,86
7/10/2002,98,115,87
7/11/2002,96,112,
7/12/2002,94,107,
7/13/2002,95,108,86
7/14/2002,96,109,
7/15/2002,96,113,87
7/16/2002,95,108,
7/17/2002,93,102,85
7/18/2002,93,105,
7/19/2002,94,104,
7/20/2002,95,,85
7/21/2002,94,102,
7/22/2002,94,102,87
7/23/2002,96,105,
7/24/2002,99,112,91
7/25/2002,98,,
7/26/2002,99,111,89
7/27/2002,96,104,89
7/28/2002,95,104,87
7/29/2002,96,106,
7/30/2002,98,111,87
7/31/2002,98,115,89
8/1/2002,97,111,89
8/2/2002,99,114,87
8/3/2002,98,113,87
8/4/2002,95,109,
8/5/2002,94,104,86
8/6/2002,95,104,84
8/7/2002,95,107,87
8/8/2002,96,107,
8/9/2002,94,101,
8/10/2002,92,100,86
8/11/2002,93,102,84
8/12/2002,93,103,85
8/13/2002,93,101,85
8/14/2002,96,101,
8/15/2002,98,104,92
8/16/2002,95,105,
8/17/2002,94,104,85
8/18/2002,94,103,87
8/19/2002,95,104,
8/20/2002,97,108,88
8/21/2002,94,103,86
8/22/2002,93,103,
8/23/2002,94,110,85
8/24/2002,95,106,
8/25/2002,94,105,88
8/26/2002,95,104,
8/27/2002,95,105,
8/28/2002,95,110,87
8/29/2002,94,103,87
8/30/2002,93,102,86
8/31/2002,92,102,
9/1/2002,92,98,86
9/2/2002,94,105,
9/3/2002,95,107,88
9/4/2002,93,103,86
9/5/2002,92,,
9/6/2002,90,100,81
9/7/2002,89,98,80
9/8/2002,91,99,84
9/9/2002,90,96,81
9/10/2002,90,98,84
9/11/2002,92,103,83
9/12/2002,92,103,83
9/13/2002,92,103,83
9/14/2002,91,103,83
9/15/2002,90,100,
9/16/2002,89,98,82
9/17/2002,88,98,80
9/18/2002,89,98,
9/19/2002,90,,81
9/20/2002,90,103,81
9/21/2002,91,103,
9/22/2002,89,98,80
9/23/2002,90,105,82
9/24/2002,91,99,80
9/25/2002,92,104,82
9/26/2002,89,98,80
9/27/2002,89,104,80
9/28/2002,89,102,
9/29/2002,89,100,77
9/30/2002,88,96,79
10/1/2002,90,102,79
10/2/2002,90,99,
10/3/2002,89,97,80
10/4/2002,87,,79
10/5/2002,87,94,80
10/6/2002,87,99,79
10/7/2002,89,102,
10/8/2002,87,101,75
10/9/2002,86,96,78
10/10/2002,89,101,81
10/11/2002,86,95,78
10/12/2002,87,97,77
10/13/2002,87,96,78
10/14/2002,87,103,
10/15/2002,86,99,73
10/16/2002,87,99,74
10/17/2002,86,98,75
10/18/2002,88,,77
10/19/2002,86,,
10/20/2002,85,94,75
10/21/2002,84,93,77
10/22/2002,83,,74
10/23/2002,84,,74
10/24/2002,85,96,
10/25/2002,84,93,76
10/26/2002,83,90,
10/27/2002,84,90,75
10/28/2002,84,,74
10/29/2002,84,96,75
10/30/2002,85,96,75
10/31/2002,84,97,75
11/1/2002,84,93,75
11/2/2002,82,92,71
11/3/2002,83,94,74
11/4/2002,83,90,74
11/5/2002,81,90,73
11/6/2002,81,92,73
11/7/2002,81,91,74
11/8/2002,80,91,73
11/9/2002,80,90,
11/10/2002,79,87,71
11/11/2002,79,86,70
11/12/2002,79,86,70
11/13/2002,80,91,71
11/14/2002,80,91,71
11/15/2002,78,87,69
11/16/2002,77,86,70
11/17/2002,76,,
11/18/2002,78,85,67
11/19/2002,79,89,67
11/20/2002,78,84,69
11/21/2002,76,82,67
11/22/2002,73,,64
11/23/2002,74,84,62
11/24/2002,76,86,62
11/25/2002,75,84,64
11/26/2002,73,82,63
11/27/2002,72,80,65
11/28/2002,72,80,63
11/29/2002,71,79,62
11/30/2002,72,83,62
12/1/2002,73,84,62
12/2/2002,75,87,65
12/3/2002,74,,66
12/4/2002,74,,
12/5/2002,72,81,64
12/6/2002,71,80,
12/7/2002,72,,62
12/8/2002,73,84,
12/9/2002,74,85,
12/10/2002,74,84,66
12/11/2002,75,85,66
12/12/2002,75,84,67
12/13/2002,77,86,71
12/14/2002,74,81,69
12/15/2002,74,82,
12/16/2002,72,80,63
12/17/2002,72,81,
12/18/2002,73,80,66
12/19/2002,73,79,67
12/20/2002,69,77,
12/21/2002,69,78,59
12/22/2002,75,86,65
12/23/2002,70,73,67
12/24/2002,68,,63
12/25/2002,68,,61
12/26/2002,68,73,
12/27/2002,65,74,56
12/28/2002,68,74,57
12/29/2002,70,77,59
12/30/2002,68,77,58
12/31/2002,66,78,55
1/1/2003,63,,55
1/2/2003,63,72,55
1/3/2003,65,75,53
1/4/2003,66,75,55
1/5/2003,67,75,
1/6/2003,65,74,56
1/7/2003,67,76,
1/8/2003,65,75,57
1/9/2003,65,77,
1/10/2003,67,77,56
1/11/2003,67,75,58
1/12/2003,66,75,
1/13/2003,66,75,56
1/14/2003,65,,56
1/15/2003,64,,55
1/16/2003,66,79,53
1/17/2003,68,79,60
1/18/2003,65,70,
1/19/2003,62,71,53
1/20/2003,62,72,53
1/21/2003,66,75,54
1/22/2003,71,80,62
1/23/2003,71,84,64
1/24/2003,69,76,63
1/25/2003,67,,
1/26/2003,65,73,58
1/27/2003,65,72,55
1/28/2003,69,83,
1/29/2003,74,82,
1/30/2003,70,77,67
1/31/2003,68,75,59
2/1/2003,68,79,57
2/2/2003,67,,57
2/3/2003,70,82,59
2/4/2003,73,85,63
2/5/2003,73,84,64
2/6/2003,70,76,
2/7/2003,66,74,56
2/8/2003,65,,55
